TransactionID,ICICI_AccountID,TransactionDate,TransactionType,Amount,Description
2265,42,2024-10-10,Deposit,6775.43,Fuga tenetur cumque.
2266,42,2024-10-06,Deposit,4617.89,Aperiam est deleniti sequi.
2267,42,2024-11-01,Transfer,17190.77,Temporibus magnam veritatis asperiores.
2268,42,2024-11-02,Deposit,922.18,Cumque quo minima alias qui rerum.
2269,42,2024-10-01,Payment,1963.02,Temporibus officiis autem vero ipsam.
2270,42,2024-10-23,Withdrawal,1870.25,Consequuntur dolorem officiis sequi.
2271,42,2024-10-17,Payment,4926.27,Aperiam ex sint necessitatibus voluptatum nihil.
2272,42,2024-10-27,Withdrawal,8274.66,Facilis asperiores quaerat distinctio.
2273,42,2024-11-06,Withdrawal,8623.36,Eaque debitis fuga ipsam quos officiis.
2274,42,2024-09-16,Deposit,9481.68,Consectetur explicabo veniam placeat veritatis sunt voluptates.
2275,42,2024-10-30,Transfer,6130.95,Corrupti cum quis illum debitis maxime voluptatum.
2276,42,2024-11-04,Withdrawal,1575.01,Incidunt natus dolorem doloribus voluptas.
2277,42,2024-10-02,Deposit,4086.2,Molestias mollitia blanditiis totam quam quos optio.
2278,42,2024-10-04,Deposit,1667.55,Porro consequatur id officia deserunt.
2279,42,2024-11-14,Payment,2651.14,Velit natus voluptates tempore quisquam.
2280,42,2024-10-23,Deposit,9101.67,Blanditiis modi quam sit tempore animi sapiente.
2281,42,2024-09-28,Withdrawal,3210.63,Sapiente distinctio natus.
2282,42,2024-09-24,Withdrawal,1954.01,Eius impedit itaque atque enim reprehenderit.
2283,42,2024-11-11,Transfer,15428.74,Illum maiores consequatur fugit reiciendis veniam.
2284,42,2024-10-08,Transfer,49121.13,Hic neque inventore tempora ex.
2285,42,2024-09-26,Transfer,23448.15,Alias porro molestiae.
2286,42,2024-11-18,Transfer,24201.01,Architecto voluptates voluptatibus itaque aperiam expedita.
2287,42,2024-09-25,Withdrawal,9665.88,Esse blanditiis laboriosam tenetur eligendi vero necessitatibus.
2288,42,2024-11-21,Payment,3573.42,Amet voluptatibus sed tempora.
2289,42,2024-10-03,Transfer,37837.03,Odit laudantium eos accusamus inventore soluta molestiae.
2290,42,2024-10-10,Deposit,7897.95,Natus tempora quae accusamus quidem.
2291,42,2024-09-18,Payment,3249.29,Corporis magni earum sapiente tempora.
2292,42,2024-10-11,Withdrawal,9844.07,Atque odit consequuntur nihil.
2293,42,2024-11-13,Deposit,954.25,Debitis adipisci tenetur consequuntur vitae.
2294,42,2024-09-26,Payment,2335.49,A ad nemo sed molestiae ducimus ipsa.
2295,42,2024-09-16,Transfer,28459.91,Voluptate praesentium deserunt voluptatibus temporibus voluptatem.
2296,42,2024-10-31,Payment,1654.31,Nulla perspiciatis totam itaque corrupti numquam cum iure.
2297,43,2018-06-12,Withdrawal,3678.37,Odit perspiciatis ipsa alias consequuntur.
2298,43,2022-10-29,Payment,2977.44,Earum eos doloribus perspiciatis molestiae natus.
2299,43,2022-08-25,Deposit,3374.58,Repellat nulla repellat aspernatur nemo deleniti eum.
2300,43,2021-10-01,Transfer,6302.76,Laudantium commodi autem dicta recusandae facilis.
2301,43,2022-10-05,Withdrawal,2020.74,Quos corrupti temporibus quaerat fugiat.
2302,43,2020-11-15,Payment,3826.05,Voluptate cupiditate repudiandae molestias nobis saepe.
2303,43,2020-10-20,Payment,4910.81,Sapiente vero tempora voluptas.
2304,43,2020-02-12,Deposit,1197.94,Ipsam occaecati maxime veritatis nemo labore porro harum.
2305,43,2023-03-22,Payment,3755.75,Laborum ipsum perspiciatis corrupti enim explicabo ab.
2306,43,2023-10-12,Withdrawal,4454.91,Recusandae pariatur quisquam corporis eum blanditiis.
2307,43,2022-11-12,Withdrawal,8233.26,Asperiores dolores deserunt aspernatur blanditiis assumenda.
2308,43,2019-05-15,Deposit,5624.15,Dignissimos magnam dolor dolorem.
2309,43,2021-02-09,Transfer,41147.72,Cumque facere impedit nostrum vero tenetur et.
2310,43,2019-10-05,Withdrawal,1478.55,Harum ex suscipit.
2311,43,2023-12-28,Withdrawal,5945.69,Veniam repellat ipsum porro.
2312,43,2023-01-14,Payment,4162.83,Expedita quae fugiat vero officia beatae.
2313,43,2021-11-05,Withdrawal,2735.6,Incidunt ipsa tempore exercitationem at.
2314,43,2023-02-06,Deposit,4614.56,Sint dicta magnam assumenda provident debitis.
2315,43,2021-04-15,Payment,986.72,Dolorem soluta iusto molestiae.
2316,43,2021-05-21,Deposit,4203.77,Laborum vitae exercitationem sed.
2317,43,2019-02-03,Deposit,4056.59,Ex esse dolor labore quaerat ea mollitia.
2318,43,2024-08-04,Transfer,24519.93,Quisquam in tenetur eaque nam.
2319,43,2018-01-09,Transfer,7850.84,Animi magnam cumque velit amet.
2320,43,2020-02-18,Transfer,34862.75,Itaque voluptatum ab doloribus.
2321,43,2018-02-02,Payment,3153.65,Quod magnam recusandae laboriosam autem dolorem magni fuga.
2322,43,2020-02-20,Withdrawal,6421.7,Ab labore impedit quos alias.
2323,44,2023-10-10,Deposit,6706.96,Explicabo corrupti iure laboriosam odio fugiat.
2324,44,2023-08-09,Deposit,7078.32,Labore ratione ullam consequuntur consequuntur deserunt aliquam.
2325,44,2024-01-15,Deposit,1979.53,Magnam in consequatur explicabo beatae nemo tempora.
2326,44,2024-08-13,Transfer,12070.34,Voluptatem incidunt porro ut itaque.
2327,44,2023-12-24,Payment,4843.47,Impedit quasi amet ex iure amet ut.
2328,44,2024-01-07,Transfer,41781.17,Tempora veniam eum in.
2329,44,2024-04-23,Payment,949.47,Quidem maiores maxime sunt totam.
2330,44,2024-03-15,Deposit,8836.67,Repellat quis officiis quae.
2331,44,2023-11-20,Payment,1865.1,Libero in occaecati veniam esse magnam distinctio modi.
2332,44,2024-05-11,Payment,1196.59,Eligendi autem saepe qui dignissimos.
2333,44,2024-05-11,Payment,2976.8,Facilis occaecati voluptates corrupti.
2334,44,2024-08-04,Withdrawal,5556.76,Saepe facere in fugit autem.
2335,44,2023-09-13,Deposit,6677.7,Voluptas id sunt nam rerum voluptate.
2336,44,2024-05-25,Deposit,3547.39,Recusandae unde dolore sed assumenda.
2337,44,2024-02-04,Deposit,1560.04,Beatae corporis est quos ratione expedita.
2338,44,2023-06-25,Deposit,5677.84,Accusamus eos laborum eos voluptates facere.
2339,44,2024-10-15,Payment,657.96,Deleniti blanditiis illum facere dicta incidunt cumque.
2340,44,2023-12-09,Deposit,5505.05,Quaerat voluptates at dolorum recusandae.
2341,44,2023-07-21,Transfer,18372.12,Consectetur tempore dolor debitis enim sint.
2342,44,2024-09-22,Deposit,6651.63,Totam unde perspiciatis.
2343,44,2024-03-22,Deposit,5306.21,Non recusandae deleniti saepe corporis sunt suscipit totam.
2344,44,2023-10-28,Deposit,728.23,Error quaerat corporis ipsa.
2345,44,2024-07-20,Transfer,13379.18,Adipisci ea ex recusandae molestias.
2346,44,2024-05-04,Transfer,44045.04,Veniam doloribus vel iure quas quae.
2347,44,2023-12-17,Withdrawal,5804.27,Nesciunt nam error iusto facilis nam maxime.
2348,44,2024-05-16,Withdrawal,8528.49,Illum libero laborum nihil enim.
2349,44,2024-01-19,Deposit,7083.43,Unde nihil optio doloribus in temporibus quasi.
2350,44,2024-03-22,Withdrawal,9227.96,Dolorem aut cumque ducimus ipsam blanditiis harum.
2351,44,2024-08-22,Payment,1946.67,Labore molestias ipsam error rerum nobis asperiores.
2352,44,2023-11-22,Deposit,1312.38,Saepe minima dolor modi repudiandae odio.
2353,44,2024-02-03,Payment,2704.6,Architecto ipsa aperiam nostrum.
2354,44,2024-05-27,Withdrawal,9092.58,Non architecto recusandae quidem esse.
2355,44,2024-10-04,Withdrawal,1327.31,Voluptatem delectus sint dolores et quaerat nemo fugit.
2356,44,2023-11-06,Withdrawal,139.83,Dolorum harum delectus fugiat odit consectetur.
2357,44,2024-09-28,Payment,2015.56,Deleniti rem ratione fuga magnam porro.
2358,44,2024-04-07,Transfer,29209.57,Debitis sit aut ut cupiditate amet.
2359,44,2024-08-17,Withdrawal,3641.71,Incidunt corporis nisi minus.
2360,44,2023-11-11,Withdrawal,6873.15,Ipsam rem quo praesentium cum omnis.
2361,44,2023-08-20,Payment,4020.75,Fugit voluptatibus mollitia atque fugiat inventore.
2362,44,2024-02-11,Payment,1060.03,Commodi maiores quia alias.
2363,44,2024-01-07,Withdrawal,8420.7,Modi illo harum.
2364,44,2024-06-01,Transfer,26557.49,Distinctio facere eaque sunt voluptatum sapiente ut.
2365,44,2023-10-31,Payment,3411.86,Libero autem quaerat maxime soluta repellat distinctio.
2366,44,2023-10-05,Withdrawal,4877.7,Ex libero harum nisi inventore.
2367,44,2024-06-21,Payment,1179.04,Doloremque quos aspernatur vel facere.
2368,44,2023-10-31,Payment,792.0,Excepturi quos earum minus cupiditate aut.
2369,44,2024-05-14,Payment,3968.67,Earum dignissimos sint harum amet voluptatibus.
2370,44,2023-08-06,Transfer,5301.0,Similique voluptatibus quisquam consectetur tempora temporibus ad.
2371,44,2023-10-01,Deposit,5450.04,Illo iste voluptate facere.
2372,44,2023-11-12,Transfer,7938.03,Voluptatem amet voluptas nostrum perspiciatis occaecati repellat reiciendis.
2373,44,2024-01-24,Deposit,7868.92,Beatae corporis iure eligendi numquam corporis.
2374,44,2024-01-20,Payment,2506.87,Voluptatibus omnis at optio explicabo amet.
2375,44,2024-07-09,Payment,4370.27,Quos officiis voluptates iure quaerat unde.
2376,44,2024-05-06,Transfer,2039.99,Porro qui optio laboriosam reiciendis reiciendis aliquam.
2377,44,2023-06-23,Withdrawal,4063.62,Architecto et temporibus ex pariatur fugit.
2378,44,2024-01-26,Withdrawal,2998.28,Debitis molestiae aliquam natus fugit delectus.
2379,44,2024-07-12,Deposit,9512.23,In eos voluptatibus totam ea.
2380,44,2023-12-02,Transfer,20621.47,Quas quo aliquid ducimus minus labore.
2381,44,2023-10-12,Payment,1664.73,Aliquid voluptatum excepturi ex eveniet deserunt.
2382,44,2023-08-11,Withdrawal,3645.84,Voluptatibus fuga earum ducimus unde.
2383,44,2024-01-06,Payment,4201.79,Cum ipsum soluta quasi quis ex ab.
2384,44,2024-11-14,Transfer,28050.03,Provident minus nihil praesentium.
2385,44,2024-01-05,Deposit,634.18,Vel temporibus ipsum fuga corrupti id deserunt.
2386,44,2024-08-24,Withdrawal,5928.44,Accusantium ex quas inventore recusandae.
2387,44,2023-08-24,Deposit,5036.28,Fuga ratione maxime minima eius tenetur.
2388,44,2023-08-01,Transfer,45342.7,At magnam cum eaque rerum fugiat.
2389,44,2023-09-04,Deposit,8776.47,Culpa vero eius velit.
2390,44,2024-09-02,Withdrawal,1927.89,Dolorem quod nesciunt repudiandae.
2391,44,2024-04-01,Withdrawal,6988.19,Alias quam tempore eos.
2392,44,2024-03-15,Withdrawal,3745.07,Sapiente natus blanditiis consequuntur quibusdam quia repellendus.
2393,44,2024-08-28,Transfer,17480.93,Hic assumenda sunt voluptas eos.
2394,44,2024-07-01,Transfer,8324.62,Vero suscipit quod distinctio accusamus culpa.
2395,44,2024-07-17,Transfer,26807.79,Qui et facilis deleniti corrupti sint quidem neque.
2396,44,2023-09-14,Withdrawal,1943.65,Amet fugiat quisquam saepe.
2397,44,2023-10-19,Deposit,8420.06,Laboriosam doloribus veniam asperiores animi culpa.
2398,44,2024-03-03,Transfer,8155.88,A placeat officiis inventore delectus.
2399,44,2023-08-28,Payment,2686.09,Ipsam beatae quo voluptatem eos.
2400,44,2023-12-22,Deposit,8876.39,Explicabo ab eius deserunt qui velit odio temporibus.
2401,44,2023-11-01,Deposit,8968.68,Quaerat tempora quis eaque deleniti facere deserunt.
2402,44,2023-09-13,Payment,2437.58,Non repudiandae optio eius error eum voluptatem.
2403,44,2024-04-21,Payment,1995.96,Necessitatibus mollitia ducimus maxime esse voluptas.
2404,44,2024-02-19,Payment,2342.02,Iure aliquam dolorem.
2405,44,2024-07-17,Payment,474.5,Nostrum consequatur quidem.
2406,44,2023-12-13,Transfer,25781.51,Vero voluptates tenetur vero ex sit impedit.
2407,44,2024-04-03,Payment,2050.2,Repudiandae deleniti laboriosam vitae cumque.
2408,44,2023-08-23,Deposit,6464.34,Temporibus recusandae ipsam nostrum.
2409,45,2024-04-15,Deposit,7532.54,Itaque voluptas aspernatur rerum iure eum odio.
2410,45,2023-05-29,Payment,362.66,Non laudantium deserunt cum repellendus vel quod.
2411,45,2023-04-25,Payment,397.83,Dolore autem excepturi iusto a.
2412,45,2024-06-30,Deposit,5381.06,Eum expedita asperiores laborum eveniet mollitia.
2413,45,2022-10-19,Transfer,43996.67,Provident fugiat cupiditate reprehenderit.
2414,45,2023-01-31,Withdrawal,8053.23,Amet blanditiis consequatur cum dolore nulla.
2415,45,2023-09-15,Payment,2949.51,Voluptas laboriosam quos corrupti nihil.
2416,45,2024-05-21,Withdrawal,6651.79,Excepturi id illo doloribus a consectetur.
2417,45,2023-06-17,Deposit,8044.94,Dolorem doloremque molestiae nobis est dolore unde.
2418,45,2023-01-02,Transfer,3767.14,Natus nemo praesentium sit non magni.
2419,45,2023-06-30,Transfer,4548.85,Expedita eveniet minima adipisci in impedit.
2420,45,2024-10-06,Deposit,3578.82,Natus totam quos facilis laboriosam iste.
2421,45,2022-05-17,Withdrawal,6255.85,Commodi ad consectetur mollitia mollitia cupiditate earum.
2422,45,2023-12-17,Deposit,6706.68,Explicabo nulla quam at ea iste ea.
2423,45,2023-05-31,Withdrawal,624.05,Eos perspiciatis perferendis maxime minus ipsam quam corrupti.
2424,45,2023-06-21,Payment,2916.52,Soluta eos quia neque consequuntur ex praesentium.
2425,45,2022-07-02,Deposit,9302.49,Ratione rem labore consequuntur veniam.
2426,45,2022-06-28,Withdrawal,3117.12,Blanditiis accusamus sapiente repellendus.
2427,45,2023-06-11,Withdrawal,1842.58,Voluptatum ut delectus provident.
2428,45,2024-02-10,Withdrawal,5489.82,Modi ipsum reprehenderit aut vero pariatur.
2429,45,2024-04-24,Transfer,4488.93,Veniam vitae qui amet ipsam omnis.
2430,45,2022-10-04,Deposit,3729.87,Corporis porro incidunt reprehenderit vitae consectetur.
2431,45,2023-11-23,Withdrawal,8711.59,Ex qui ipsum perspiciatis cum quia eligendi ipsa.
2432,45,2024-07-25,Withdrawal,4490.66,Eius a unde maxime nam cupiditate.
2433,45,2024-09-05,Withdrawal,1073.44,Veritatis voluptatum maiores.
2434,45,2024-09-05,Payment,3850.8,Reprehenderit nisi ad reprehenderit.
2435,45,2023-04-13,Deposit,1549.55,Officiis minus sed fuga delectus similique autem.
2436,45,2023-12-02,Transfer,27288.83,Animi in eligendi nam architecto neque voluptatem.
2437,45,2024-03-22,Transfer,31842.07,Delectus libero ullam.
2438,45,2023-08-05,Transfer,19552.94,Quasi eveniet beatae exercitationem similique.
2439,45,2023-10-23,Withdrawal,6923.06,Quos laborum veritatis reiciendis optio molestias.
2440,45,2022-05-07,Withdrawal,9569.86,Dolore natus voluptatem ullam.
2441,45,2022-12-03,Transfer,29876.6,Molestiae id ad totam tempora doloremque facilis.
2442,45,2022-11-15,Payment,2685.39,Vel fugiat facere explicabo.
2443,45,2023-04-10,Transfer,8908.53,Explicabo cum accusantium rerum hic.
2444,45,2023-08-21,Transfer,20462.04,Ipsa eligendi incidunt laboriosam et sed vitae vel.
2445,45,2022-11-19,Deposit,1967.99,Veritatis impedit eveniet eaque.
2446,45,2024-10-24,Payment,2789.59,Vel eveniet voluptatem ratione neque.
2447,45,2022-08-31,Payment,4568.31,Consectetur vitae dolor esse illo.
2448,45,2023-10-09,Payment,2906.65,Eligendi recusandae ut.
2449,45,2024-03-23,Transfer,5102.53,Animi perferendis atque quas ratione.
2450,45,2023-07-26,Transfer,44481.62,Esse facere minus et tempore recusandae.
2451,45,2024-10-03,Withdrawal,8240.99,Ullam deserunt cupiditate explicabo.
2452,45,2024-07-23,Transfer,43389.46,Quis laborum incidunt voluptate temporibus.
2453,45,2022-08-21,Deposit,2218.12,Maxime praesentium incidunt.
2454,45,2024-02-02,Transfer,46308.09,Possimus non ratione numquam fugit eaque quia numquam.
2455,46,2024-07-21,Payment,1006.26,Accusantium non fuga exercitationem voluptas dignissimos.
2456,46,2024-09-17,Withdrawal,4242.28,Dolor voluptatibus ratione iusto occaecati.
2457,46,2024-06-30,Deposit,2182.03,Inventore quas laboriosam cum iusto iure repellat.
2458,46,2024-08-04,Withdrawal,4700.03,Culpa blanditiis ad vitae.
2459,46,2024-10-15,Transfer,35263.18,Libero eveniet minus voluptatibus quisquam distinctio.
2460,46,2024-11-03,Withdrawal,7708.04,Corrupti ipsum maiores modi iusto reiciendis at.
2461,46,2024-08-27,Transfer,49504.98,Quibusdam numquam quo magnam laudantium dicta facilis omnis.
2462,46,2024-10-01,Deposit,2788.12,Rerum quibusdam cum modi distinctio.
2463,46,2024-10-11,Deposit,2455.51,Harum rem in sequi dicta.
2464,46,2024-07-13,Transfer,5191.07,Molestiae vero velit ullam deserunt.
2465,46,2024-07-18,Deposit,5586.71,Aspernatur tempora expedita tempore.
2466,46,2024-10-10,Payment,1204.02,Assumenda corrupti iste ex pariatur exercitationem.
2467,46,2024-09-04,Withdrawal,2006.03,Iste corrupti dolorum alias officiis dolores expedita.
2468,46,2024-08-19,Transfer,13346.29,Blanditiis molestias delectus explicabo.
2469,46,2024-06-30,Withdrawal,7970.32,Asperiores accusamus laudantium placeat ipsam.
2470,46,2024-07-02,Transfer,39248.33,Quas consequatur dolorem.
2471,46,2024-11-20,Withdrawal,2153.83,Sunt labore ducimus nulla a adipisci.
2472,46,2024-07-09,Deposit,4090.5,Repellat eius ipsum eius itaque mollitia quasi.
2473,46,2024-11-09,Transfer,23472.85,Quidem quas recusandae ad eaque ipsam.
2474,46,2024-10-20,Payment,4499.71,Quasi quibusdam corrupti reprehenderit deleniti.
2475,46,2024-10-22,Transfer,19520.92,Explicabo similique tempora itaque omnis ducimus eum doloribus.
2476,46,2024-10-15,Deposit,7028.5,Tenetur eaque earum mollitia.
2477,46,2024-09-12,Deposit,2330.01,Corrupti quos in est sunt rem.
2478,46,2024-07-22,Deposit,555.59,Porro sed dolores quo.
2479,46,2024-10-10,Withdrawal,5835.3,Totam neque fugiat quasi debitis.
2480,46,2024-09-22,Payment,2244.8,Incidunt saepe repellat cum nisi.
2481,46,2024-09-26,Withdrawal,164.69,Ullam natus nostrum iste ratione porro consequuntur.
2482,46,2024-07-01,Withdrawal,6405.78,Doloribus voluptatum neque minus ducimus iste fugiat.
2483,46,2024-07-04,Transfer,11691.2,Adipisci quisquam blanditiis qui suscipit enim.
2484,46,2024-07-15,Payment,3599.36,Voluptate eius debitis ratione ex.
2485,46,2024-11-17,Deposit,6257.77,Vel molestias tempore atque quisquam.
2486,46,2024-11-15,Deposit,6671.77,Nulla aliquam sequi minus quam.
2487,46,2024-11-04,Payment,720.82,Ducimus numquam beatae dignissimos dolorem.
2488,46,2024-08-06,Payment,4964.58,Perferendis odit voluptatum quod voluptatum omnis quas.
2489,46,2024-11-17,Payment,3560.63,A est repudiandae esse rem non deleniti.
2490,46,2024-09-29,Transfer,11736.35,Magnam ducimus dolores quidem.
2491,46,2024-09-06,Transfer,27303.16,Ad temporibus repudiandae reprehenderit illum reiciendis provident consectetur.
2492,46,2024-08-09,Transfer,39172.25,Saepe dolores itaque iure consequuntur.
2493,46,2024-08-12,Deposit,1917.13,Eligendi dolor deleniti mollitia.
2494,46,2024-11-07,Payment,1596.79,Rerum quas aspernatur consequuntur assumenda.
2495,46,2024-08-24,Withdrawal,5511.62,Tenetur nihil dolor dicta doloribus ex.
2496,47,2024-10-07,Deposit,6597.91,Explicabo quisquam molestias optio cupiditate voluptatibus quam.
2497,47,2024-08-02,Deposit,2419.85,Voluptates rem soluta neque dolorem nihil.
2498,47,2024-08-01,Deposit,3571.87,Molestias cupiditate minus molestiae.
2499,47,2024-07-19,Transfer,18286.82,Ullam quasi esse adipisci quaerat autem suscipit eligendi.
2500,47,2024-09-12,Payment,4458.04,Accusamus impedit praesentium ullam cumque quod.
2501,47,2024-10-02,Withdrawal,6105.25,Rerum blanditiis non quasi.
2502,47,2024-07-22,Transfer,47599.82,Incidunt maiores facere facilis.
2503,47,2024-11-18,Transfer,33858.37,Repellendus voluptatibus aliquid qui quidem.
2504,47,2024-09-16,Deposit,2007.39,Dicta fuga voluptas culpa hic incidunt.
2505,47,2024-11-08,Withdrawal,6361.77,Fugit nisi fugiat vel praesentium perferendis quasi.
2506,47,2024-08-18,Transfer,28081.34,Exercitationem quidem ipsam pariatur necessitatibus ex odit.
2507,47,2024-10-09,Transfer,21582.93,Corporis placeat non nesciunt.
2508,47,2024-09-04,Deposit,5295.44,Excepturi quia tenetur similique repudiandae ipsa.
2509,47,2024-11-07,Payment,4583.6,Dicta quo laborum odio eum doloremque laboriosam.
2510,47,2024-10-25,Transfer,49183.28,Necessitatibus architecto laudantium laudantium qui inventore suscipit.
2511,47,2024-09-12,Deposit,5712.52,Inventore officia dolores voluptates sapiente odio.
2512,47,2024-10-22,Transfer,31965.03,Dicta numquam sapiente reprehenderit exercitationem ipsam.
2513,47,2024-10-16,Deposit,744.4,Optio aut voluptatem dolores veritatis ipsa quod.
2514,47,2024-08-03,Transfer,28060.83,Sint dolorum blanditiis mollitia.
2515,47,2024-07-16,Deposit,396.87,Dicta cumque sunt dignissimos voluptatem esse aliquam reiciendis.
2516,47,2024-08-03,Withdrawal,8743.47,Perspiciatis ad blanditiis modi mollitia dolorem minus.
2517,47,2024-09-25,Transfer,3711.51,Iure modi labore ullam cumque possimus.
2518,47,2024-11-09,Deposit,7948.73,Et est saepe.
2519,47,2024-08-11,Withdrawal,1987.2,Dolorem possimus quam libero.
2520,47,2024-09-10,Payment,3212.88,Sunt error tenetur eligendi repellat.
2521,47,2024-07-09,Transfer,25676.61,Voluptate sequi veritatis eum vel consequuntur.
2522,47,2024-10-12,Deposit,698.4,Libero consequatur fugiat.
2523,47,2024-09-06,Withdrawal,6129.33,Sint provident ducimus doloribus expedita accusantium tempora earum.
2524,47,2024-09-25,Transfer,5626.59,Sed esse quae fuga in consequuntur provident necessitatibus.
2525,47,2024-07-24,Withdrawal,1575.06,Dolorum magnam suscipit debitis.
2526,47,2024-09-21,Transfer,29449.34,Quis officiis minima.
2527,47,2024-11-20,Transfer,34087.04,Mollitia voluptate fuga dolorem consequatur culpa doloremque.
2528,47,2024-07-17,Payment,1561.28,Omnis placeat magnam sunt quos a ea.
2529,47,2024-07-30,Payment,4560.58,Amet iste molestiae quidem dolorem.
2530,47,2024-11-04,Deposit,7628.16,Quidem aut eos aperiam.
2531,47,2024-10-28,Payment,3330.3,Labore possimus harum.
2532,47,2024-07-26,Transfer,41936.19,Voluptatem vitae accusantium ipsam.
2533,47,2024-09-06,Payment,1060.75,Nam quasi quia dolorum.
2534,47,2024-07-25,Withdrawal,1614.66,Possimus praesentium cum asperiores.
2535,47,2024-10-01,Withdrawal,9276.92,Quos facere dicta accusantium.
2536,47,2024-09-21,Transfer,42832.9,Laudantium commodi quod fuga facilis repudiandae natus.
2537,47,2024-09-20,Withdrawal,8163.32,Sint nostrum natus quaerat velit temporibus et.
2538,47,2024-11-20,Withdrawal,8121.37,Non optio veniam hic praesentium cumque.
2539,47,2024-07-18,Payment,609.74,Amet officia alias officiis est deserunt vel.
2540,47,2024-10-15,Payment,4568.71,Maxime voluptatem quasi error.
2541,48,2024-04-30,Deposit,3462.26,Porro rerum atque velit molestias repellat vitae.
2542,48,2022-12-12,Deposit,4615.41,Est voluptatibus dicta occaecati sunt molestias.
2543,48,2023-09-13,Transfer,35260.92,Excepturi tenetur numquam praesentium.
2544,48,2023-09-15,Payment,232.09,Excepturi similique quibusdam illo occaecati corrupti reprehenderit aliquid.
2545,48,2022-08-15,Deposit,578.72,Voluptate praesentium eius quas aut.
2546,48,2022-11-16,Payment,3507.25,Sed voluptates aliquid harum sint quod.
2547,48,2023-12-08,Payment,4954.36,Ducimus veniam molestias molestiae neque.
2548,48,2023-03-27,Withdrawal,4443.18,Dolores molestiae cupiditate eos.
2549,48,2023-02-08,Deposit,7634.31,Praesentium consequatur vero sunt quae.
2550,48,2024-07-19,Payment,4744.8,Nihil inventore veritatis.
2551,48,2023-10-01,Transfer,46709.58,A praesentium facere ipsa cum quasi.
2552,49,2023-12-31,Payment,2790.5,Fugiat deleniti ad quae quos expedita ullam.
2553,49,2022-01-28,Payment,1008.57,Reiciendis at sequi dolor veritatis eaque.
2554,49,2024-07-15,Deposit,812.92,Minus assumenda sint animi fugit asperiores architecto.
2555,49,2021-02-01,Withdrawal,1025.85,Consequatur culpa at inventore provident laudantium.
2556,49,2021-09-25,Transfer,44603.37,Laborum minus dolores et laudantium laboriosam fugiat.
2557,49,2021-01-04,Payment,4192.61,Veritatis earum est vel illum quasi.
2558,49,2021-04-18,Deposit,5260.22,Perferendis repellendus vero itaque nobis recusandae.
2559,49,2024-01-28,Withdrawal,8225.73,Voluptas quis quia nemo hic aspernatur.
2560,49,2024-05-31,Withdrawal,9076.2,Vel tempora praesentium nemo et facere libero dolorum.
2561,49,2022-09-01,Withdrawal,3204.77,Ipsam quasi rem alias aliquam ad recusandae.
2562,49,2022-03-04,Payment,3896.62,Explicabo repellat ut hic corporis vitae.
2563,49,2022-07-13,Withdrawal,3817.84,Id similique alias sequi.
2564,49,2022-02-05,Payment,4641.39,Aspernatur nisi numquam.
2565,49,2023-08-26,Withdrawal,7634.73,Nam dolorem facilis ipsa porro.
2566,49,2022-02-13,Transfer,3906.19,Possimus vel voluptas aspernatur.
2567,49,2023-11-14,Payment,974.18,Nesciunt nisi cupiditate nostrum sed.
2568,49,2021-07-04,Payment,2259.44,Expedita laboriosam odio quaerat.
2569,49,2023-08-31,Transfer,14766.66,Assumenda quae iure rem amet aut enim.
2570,49,2021-12-18,Deposit,5719.23,Quia corporis similique similique.
2571,49,2023-09-21,Payment,3392.65,Ratione occaecati magnam impedit.
2572,49,2024-03-18,Withdrawal,7371.06,Eos magni labore illo reprehenderit reiciendis ut eum.
2573,49,2021-05-21,Withdrawal,1334.91,Cum fugiat voluptatem quod.
2574,49,2023-11-07,Payment,1116.2,Quibusdam sit quis odit ipsum dignissimos.
2575,49,2021-04-26,Deposit,5313.37,Ipsa eligendi odio reprehenderit veritatis.
2576,49,2022-02-23,Deposit,395.23,Ullam fugit corrupti molestiae non.
2577,49,2024-04-08,Withdrawal,2047.59,Voluptas occaecati illo corrupti.
2578,49,2021-10-16,Payment,925.11,Eaque ipsa architecto reprehenderit.
2579,49,2023-09-23,Transfer,16634.43,Ipsa reiciendis impedit et quod.
2580,49,2024-06-19,Withdrawal,2775.04,Ab minus veritatis nulla nam reiciendis.
2581,49,2023-02-16,Transfer,11415.68,Omnis esse aliquam commodi id.
2582,49,2021-12-12,Payment,535.17,Magni provident facilis eveniet cumque dolores.
2583,49,2024-04-09,Deposit,7366.98,Tenetur cum earum.
2584,49,2023-07-03,Transfer,21614.57,Vero ut tempore fuga.
2585,49,2024-08-15,Payment,2858.19,Velit adipisci fugit alias voluptatibus.
2586,49,2023-12-19,Deposit,7319.07,Libero aliquam voluptate facere velit.
2587,49,2021-02-23,Transfer,27988.97,Architecto excepturi harum animi.
2588,50,2023-12-30,Deposit,8835.63,Nam vel quo odio animi corporis eaque.
2589,50,2024-09-13,Withdrawal,1103.71,Nihil cum quia ipsum doloremque excepturi.
2590,50,2023-02-26,Withdrawal,2062.8,Hic accusamus iure sed illo itaque vero ullam.
2591,50,2023-05-30,Transfer,2247.76,Ut occaecati ipsum maiores illum suscipit.
2592,50,2024-06-04,Transfer,22028.92,Ipsa esse iste facilis velit excepturi cum.
2593,50,2024-02-21,Payment,2551.74,Harum sit doloribus odit similique totam.
2594,50,2023-06-10,Payment,530.1,Maiores ut corporis ipsum ipsa tempore maiores.
